100,100,200,0,213068,0.2240891456604004
100,100,200,0.050,222968,0.22066998481750488
100,100,200,0.100,218684,0.2272942066192627
100,100,200,0.150,216460,0.23110342025756836
100,100,200,0.200,205088,0.2566828727722168
100,100,200,0.250,194368,0.2701385021209717
100,100,200,0.300,182904,0.292710542678833
100,100,200,0.350,172728,0.3175177574157715
100,100,200,0.400,160192,0.3660099506378174
100,100,200,0.450,150084,0.43485116958618164
100,100,400,0,336444,0.267535924911499
100,100,400,0.050,340764,0.2726125717163086
100,100,400,0.100,335188,0.28781843185424805
100,100,400,0.150,316032,0.32021093368530273
100,100,400,0.200,301104,0.32631778717041016
100,100,400,0.250,283948,0.3782997131347656
100,100,400,0.300,266352,0.37470531463623047
100,100,400,0.350,248616,0.4136476516723633
100,100,400,0.400,232432,0.46110963821411133
100,100,400,0.450,215392,0.5358233451843262
100,100,600,0,441484,0.3142876625061035
100,100,600,0.050,443708,0.31026721000671387
100,100,600,0.100,422828,0.36135196685791016
100,100,600,0.150,401056,0.40999507904052734
100,100,600,0.200,378944,0.42111945152282715
100,100,600,0.250,357012,0.48139142990112305
100,100,600,0.300,334912,0.5066187381744385
100,100,600,0.350,313336,0.5362405776977539
100,100,600,0.400,292172,0.6215412616729736
100,100,600,0.450,269820,0.7864983081817627
100,100,800,0,553660,0.3690016269683838
100,100,800,0.050,544720,0.4105534553527832
100,100,800,0.100,518224,0.4411764144897461
100,100,800,0.150,490352,0.46044158935546875
100,100,800,0.200,464256,0.5065202713012695
100,100,800,0.250,435984,0.5479497909545898
100,100,800,0.300,408524,0.5893256664276123
100,100,800,0.350,382020,0.6253540515899658
100,100,800,0.400,354948,0.7738039493560791
100,100,800,0.450,326692,1.0140926837921143
100,100,1000,0,661792,0.4221019744873047
100,100,1000,0.050,652612,0.46433043479919434
100,100,1000,0.100,620132,0.5037751197814941
100,100,1000,0.150,586384,0.5537352561950684
100,100,1000,0.200,553520,0.5863292217254639
100,100,1000,0.250,520848,0.673922061920166
100,100,1000,0.300,489400,0.7011525630950928
100,100,1000,0.350,455332,0.7240619659423828
100,100,1000,0.400,422320,0.9587466716766357
100,100,1000,0.450,389096,1.3878324031829834
100,100,1200,0,773144,0.47267866134643555
100,100,1200,0.050,757736,0.5149803161621094
100,100,1200,0.100,719032,0.5686042308807373
100,100,1200,0.150,679392,0.5941359996795654
100,100,1200,0.200,641948,0.6426324844360352
100,100,1200,0.250,603368,0.7263870239257812
100,100,1200,0.300,565156,0.7506158351898193
100,100,1200,0.350,525824,0.8053097724914551
100,100,1200,0.400,488540,1.1174874305725098
100,100,1200,0.450,450736,1.6246600151062012
100,100,1400,0,886464,0.5212640762329102
100,100,1400,0.050,865104,0.572181224822998
100,100,1400,0.100,820976,0.6307985782623291
100,100,1400,0.150,778272,0.6911804676055908
100,100,1400,0.200,733792,0.7219042778015137
100,100,1400,0.250,689680,0.8293857574462891
100,100,1400,0.300,644556,0.863379955291748
100,100,1400,0.350,601944,0.9114170074462891
100,100,1400,0.400,556384,1.2473015785217285
100,100,1400,0.450,512732,1.8881161212921143
100,100,1600,0,994076,0.5732455253601074
100,100,1600,0.050,971136,0.6158673763275146
100,100,1600,0.100,921296,0.669971227645874
100,100,1600,0.150,871796,0.7136273384094238
100,100,1600,0.200,822276,0.7688446044921875
100,100,1600,0.250,773240,0.8611583709716797
100,100,1600,0.300,721640,0.9042596817016602
100,100,1600,0.350,672960,0.9982349872589111
100,100,1600,0.400,624584,1.3105413913726807
100,100,1600,0.450,573748,2.0146772861480713
100,100,1800,0,1046164,0.8559002876281738
100,100,1800,0.050,1013476,0.9069774150848389
100,100,1800,0.100,959672,1.2726800441741943
100,100,1800,0.150,908620,1.611151933670044
100,100,1800,0.200,857348,1.9704735279083252
100,100,1800,0.250,805320,2.0541110038757324
100,100,1800,0.300,754344,2.1319050788879395
100,100,1800,0.350,701508,2.2179174423217773
100,100,1800,0.400,649560,2.651448965072632
100,100,1800,0.450,597488,4.184694051742554
100,100,2000,0,1063512,0.91046142578125
100,100,2000,0.050,1030312,0.9743101596832275
100,100,2000,0.100,977160,1.3835651874542236
100,100,2000,0.150,925032,1.8110885620117188
100,100,2000,0.200,872060,2.333266496658325
100,100,2000,0.250,819264,2.508014678955078
100,100,2000,0.300,765556,2.570807695388794
100,100,2000,0.350,713572,3.2616145610809326
100,100,2000,0.400,660228,3.969679117202759
100,100,2000,0.450,608124,4.486695766448975
100,100,2200,0,1075440,1.1488256454467773
100,100,2200,0.050,1038672,1.1981089115142822
100,100,2200,0.100,985320,1.503366470336914
100,100,2200,0.150,932960,1.8260457515716553
100,100,2200,0.200,880568,2.189542293548584
100,100,2200,0.250,826864,2.3652102947235107
100,100,2200,0.300,772292,2.484592914581299
100,100,2200,0.350,719964,3.4473633766174316
100,100,2200,0.400,666172,4.4678263664245605
100,100,2200,0.450,613748,4.8336098194122314
100,100,2400,0,1090580,1.2943131923675537
100,100,2400,0.050,1063192,1.3301355838775635
100,100,2400,0.100,1008300,1.6537835597991943
100,100,2400,0.150,954308,2.0460829734802246
100,100,2400,0.200,898632,2.4648220539093018
100,100,2400,0.250,845572,2.8617422580718994
100,100,2400,0.300,790576,4.024513006210327
100,100,2400,0.350,736588,4.813992023468018
100,100,2400,0.400,682248,5.384487867355347
100,100,2400,0.450,626420,5.683987140655518
100,100,2600,0,1136968,1.2055284976959229
100,100,2600,0.050,1099068,1.2688748836517334
100,100,2600,0.100,1042604,1.457397699356079
100,100,2600,0.150,985100,1.8696582317352295
100,100,2600,0.200,929116,3.080535888671875
100,100,2600,0.250,873904,3.449270486831665
100,100,2600,0.300,817372,4.050777196884155
100,100,2600,0.350,760348,4.5887370109558105
100,100,2600,0.400,704904,5.065587759017944
100,100,2800,0,1211732,1.467921257019043
100,100,2800,0.050,1173660,1.5564708709716797
100,100,2800,0.100,1114184,2.445960521697998
100,100,2800,0.150,1053380,3.0655322074890137
100,100,2800,0.200,992796,3.821091413497925
100,100,2800,0.250,933492,4.458943128585815
100,100,2800,0.300,871636,5.325681686401367
100,100,2800,0.350,813416,5.935487270355225
100,100,2800,0.400,751512,6.233948707580566
100,100,2800,0.450,691960,6.412212133407593
100,100,3000,0,1288028,1.2296504974365234
100,100,3000,0.050,1245608,1.3688640594482422
100,100,3000,0.100,1181992,1.4196832180023193
100,100,3000,0.150,1118516,2.630736827850342
100,100,3000,0.200,1053484,2.9346659183502197
100,100,3000,0.250,989504,4.798982620239258
100,100,3000,0.300,926320,5.610543489456177
100,100,3000,0.350,861064,6.378455638885498
100,100,3000,0.400,797324,6.893195867538452
100,100,3200,0,1367952,1.728527545928955
100,100,3200,0.050,1318988,1.8434126377105713
100,100,3200,0.100,1251124,1.9040875434875488
100,100,3200,0.150,1183220,1.9939699172973633
100,100,3200,0.200,1115688,3.202756404876709
100,100,3200,0.250,1047752,4.863132953643799
100,100,3200,0.300,979916,5.410572528839111
100,100,3200,0.350,910608,6.118837594985962
100,100,3200,0.400,843040,7.119757890701294
100,100,3400,0,1445376,1.4676599502563477
100,100,3400,0.050,1397132,1.6019890308380127
100,100,3400,0.100,1324072,3.195629596710205
100,100,3400,0.150,1252336,3.311575174331665
100,100,3400,0.200,1181040,3.9423553943634033
100,100,3400,0.250,1109008,4.581289052963257
100,100,3400,0.300,1036276,6.139960289001465
100,100,3400,0.350,963956,6.64185357093811
100,100,3400,0.400,893912,7.735450983047485
100,100,3600,0,1527508,1.596414566040039
100,100,3600,0.050,1467092,1.6452317237854004
100,100,3600,0.100,1391068,3.4341208934783936
100,100,3600,0.150,1315648,3.9773333072662354
100,100,3600,0.200,1240176,4.163087368011475
100,100,3600,0.250,1164244,5.242377281188965
100,100,3600,0.300,1087652,5.652336359024048
100,100,3600,0.350,1012392,6.993720054626465
100,100,3600,0.400,935696,8.382289171218872
