iteration,d1,d2,d3,varying_d1,varying_d2,varying_d3,initial_memory_usage_kb,input_data_memory_usage_kb,final_memory_usage_kb
12,100,100,400,False,False,True,13580,102016,323288
13,400,100,100,True,False,False,13080,101052,322536
13,100,400,100,False,True,False,13564,102608,324292
13,100,100,400,False,False,True,11216,100528,322116
14,400,100,100,True,False,False,13700,94728,316192
14,100,400,100,False,True,False,13504,98536,320268
14,100,100,400,False,False,True,11220,102752,324292
15,400,100,100,True,False,False,11228,105028,326468
15,100,400,100,False,True,False,11328,102932,324624
15,100,100,400,False,False,True,11296,98712,320308
16,400,100,100,True,False,False,11364,100984,322488
16,100,400,100,False,True,False,11568,104860,326604
16,100,100,400,False,False,True,11992,103772,325496
17,400,100,100,True,False,False,13424,96440,318156
17,100,400,100,False,True,False,11472,102824,324516
17,100,100,400,False,False,True,13260,102896,324408
18,400,100,100,True,False,False,13080,103124,324312
18,100,400,100,False,True,False,13336,101252,322992
18,100,100,400,False,False,True,11188,99048,320548
19,400,100,100,True,False,False,13336,98524,320208
19,100,400,100,False,True,False,13324,98528,320176
19,100,100,400,False,False,True,11420,101060,322844
20,400,100,100,True,False,False,11044,105412,327260
20,100,400,100,False,True,False,13100,97184,318900
20,100,100,400,False,False,True,11876,96052,317564
21,400,100,100,True,False,False,11804,107568,329208
21,100,400,100,False,True,False,11252,104860,326536
21,100,100,400,False,False,True,13480,100328,321696
22,400,100,100,True,False,False,11556,102652,324212
22,100,400,100,False,True,False,13488,101832,323320
22,100,100,400,False,False,True,13356,94448,316204
23,400,100,100,True,False,False,13288,96592,318208
23,100,400,100,False,True,False,13096,103400,324808
23,100,100,400,False,False,True,11300,100820,322608
24,400,100,100,True,False,False,13604,92208,313892
24,100,400,100,False,True,False,11480,100336,321736
24,100,100,400,False,False,True,13916,101584,323100
25,400,100,100,True,False,False,13264,104304,325876
25,100,400,100,False,True,False,11224,95872,317448
25,100,100,400,False,False,True,13764,102604,324324
26,400,100,100,True,False,False,13620,98872,320652
26,100,400,100,False,True,False,13584,98504,320284
26,100,100,400,False,False,True,13264,104724,326188
27,400,100,100,True,False,False,11048,105548,327288
27,100,400,100,False,True,False,13684,97836,319592
27,100,100,400,False,False,True,11508,103068,324828
28,400,100,100,True,False,False,11124,100412,322068
28,100,400,100,False,True,False,11284,104636,326136
28,100,100,400,False,False,True,11284,99224,320992
29,400,100,100,True,False,False,13336,102308,324120
29,100,400,100,False,True,False,13764,98728,320376
29,100,100,400,False,False,True,11208,96264,318004
30,400,100,100,True,False,False,11300,104956,326500
30,100,400,100,False,True,False,13376,99152,320988
30,100,100,400,False,False,True,11368,104700,326212
31,400,100,100,True,False,False,13112,99248,320920
31,100,400,100,False,True,False,11544,105008,326632
31,100,100,400,False,False,True,11344,101104,322772
32,400,100,100,True,False,False,11256,105768,327024
32,100,400,100,False,True,False,11080,99432,321136
32,100,100,400,False,False,True,12964,94668,316160
33,400,100,100,True,False,False,11544,104952,326472
33,100,400,100,False,True,False,13680,100872,322548
33,100,100,400,False,False,True,13424,96040,317428
34,400,100,100,True,False,False,13012,104764,326548
34,100,400,100,False,True,False,11312,99236,320792
34,100,100,400,False,False,True,11312,99184,320948
35,400,100,100,True,False,False,11648,100296,322076
35,100,400,100,False,True,False,11356,105844,327364
35,100,100,400,False,False,True,11180,100720,322140
1,600,100,100,True,False,False,11424,118900,434028
1,100,600,100,False,True,False,13220,118012,433280
1,100,100,600,False,False,True,11688,117680,432772
2,600,100,100,True,False,False,11300,116420,431652
2,100,600,100,False,True,False,11144,106472,421916
2,100,100,600,False,False,True,13284,108352,423624
3,600,100,100,True,False,False,11528,116080,431416
3,100,600,100,False,True,False,11520,113976,429040
3,100,100,600,False,False,True,13264,111032,426212
4,600,100,100,True,False,False,11304,112376,427624
4,100,600,100,False,True,False,11304,110816,426164
4,100,100,600,False,False,True,11036,112780,428092
5,600,100,100,True,False,False,11368,118696,434008
5,100,600,100,False,True,False,11112,114732,430008
5,100,100,600,False,False,True,11320,122208,437488
6,600,100,100,True,False,False,13492,107840,423116
6,100,600,100,False,True,False,13396,116404,431484
6,100,100,600,False,False,True,13784,111776,427092
7,600,100,100,True,False,False,13804,101948,417352
7,100,600,100,False,True,False,13336,110488,425792
7,100,100,600,False,False,True,11152,116716,432160
8,600,100,100,True,False,False,13336,110324,425816
8,100,600,100,False,True,False,13608,110716,425776
8,100,100,600,False,False,True,13584,112540,427816
9,600,100,100,True,False,False,13576,110788,426020
9,100,600,100,False,True,False,13420,107960,423296
9,100,100,600,False,False,True,13680,108348,423644
10,600,100,100,True,False,False,11300,116108,431204
10,100,600,100,False,True,False,11388,120968,436196
10,100,100,600,False,False,True,13984,103512,418632
11,600,100,100,True,False,False,11416,112092,427500
11,100,600,100,False,True,False,13512,118328,433728
11,100,100,600,False,False,True,11220,118216,433436
12,600,100,100,True,False,False,11496,114260,429452
12,100,600,100,False,True,False,13244,112536,427812
12,100,100,600,False,False,True,13616,110032,425312
13,600,100,100,True,False,False,11228,110456,425804
13,100,600,100,False,True,False,11360,110836,426080
13,100,100,600,False,False,True,11156,115964,431236
14,600,100,100,True,False,False,13204,116596,431868
14,100,600,100,False,True,False,11464,120864,436048
14,100,100,600,False,False,True,11364,111900,427164
15,600,100,100,True,False,False,11504,106180,421244
15,100,600,100,False,True,False,11320,108100,423452
15,100,100,600,False,False,True,11292,108140,423508
16,600,100,100,True,False,False,11532,114004,428992
16,100,600,100,False,True,False,13184,104428,419756
16,100,100,600,False,False,True,11184,110656,425772
17,600,100,100,True,False,False,13852,109568,424908
17,100,600,100,False,True,False,13340,110984,426256
17,100,100,600,False,False,True,11244,106468,421816
18,600,100,100,True,False,False,13428,112356,427620
18,100,600,100,False,True,False,11192,110872,426048
18,100,100,600,False,False,True,11412,108156,423380
19,600,100,100,True,False,False,11256,108304,423368
19,100,600,100,False,True,False,11532,112504,427836
19,100,100,600,False,False,True,11532,115888,431164
20,600,100,100,True,False,False,13132,107544,422608
20,100,600,100,False,True,False,13248,108224,423496
20,100,100,600,False,False,True,11152,118620,433892
21,600,100,100,True,False,False,13440,105924,421168
21,100,600,100,False,True,False,11116,116748,431828
21,100,100,600,False,False,True,13772,114416,429580
22,600,100,100,True,False,False,13096,115168,430340
22,100,600,100,False,True,False,11228,110220,425460
22,100,100,600,False,False,True,13496,103716,418968
23,600,100,100,True,False,False,15612,105908,421196
23,100,600,100,False,True,False,13232,106896,422092
23,100,100,600,False,False,True,13152,104628,419940
24,600,100,100,True,False,False,13156,106764,422032
24,100,600,100,False,True,False,11884,109488,424620
24,100,100,600,False,False,True,11508,112016,427120
25,600,100,100,True,False,False,11536,114416,429660
25,100,600,100,False,True,False,11500,113840,429140
25,100,100,600,False,False,True,11908,113304,428488
26,600,100,100,True,False,False,11948,103680,418956
26,100,600,100,False,True,False,13488,111976,427364
26,100,100,600,False,False,True,13248,110316,425624
27,600,100,100,True,False,False,11160,108992,424244
27,100,600,100,False,True,False,11084,114472,429812
27,100,100,600,False,False,True,11588,115076,430308
28,600,100,100,True,False,False,11148,114752,430168
28,100,600,100,False,True,False,10992,116036,431268
28,100,100,600,False,False,True,13520,103744,418980
29,600,100,100,True,False,False,11300,114692,429956
29,100,600,100,False,True,False,11428,107252,422316
29,100,100,600,False,False,True,13292,110936,426128
30,600,100,100,True,False,False,10876,113776,428896
30,100,600,100,False,True,False,13472,102612,417808
30,100,100,600,False,False,True,11536,117092,432380
31,600,100,100,True,False,False,13312,112044,427160
31,100,600,100,False,True,False,13260,108352,423624
31,100,100,600,False,False,True,13272,108912,424068
32,600,100,100,True,False,False,13332,110324,425496
32,100,600,100,False,True,False,13152,110496,425720
32,100,100,600,False,False,True,11220,114240,429588
33,600,100,100,True,False,False,13396,114260,429600
33,100,600,100,False,True,False,11256,118140,433412
33,100,100,600,False,False,True,11524,109820,425112
34,600,100,100,True,False,False,13744,105660,420856
34,100,600,100,False,True,False,11184,110528,425784
34,100,100,600,False,False,True,11480,110344,425612
35,600,100,100,True,False,False,13576,114176,429528
35,100,600,100,False,True,False,11108,112276,427548
35,100,100,600,False,False,True,11184,114988,430196
1,800,100,100,True,False,False,11228,136636,545768
1,100,800,100,False,True,False,11400,127884,536896
1,100,100,800,False,False,True,11264,132464,541516
2,800,100,100,True,False,False,13340,127676,536828
2,100,800,100,False,True,False,11044,124108,533096
2,100,100,800,False,False,True,13408,125752,534748
3,800,100,100,True,False,False,11072,129860,538872
3,100,800,100,False,True,False,11604,124128,533156
3,100,100,800,False,False,True,13676,123592,532788
4,800,100,100,True,False,False,11212,131772,540892
4,100,800,100,False,True,False,11176,124128,533080
4,100,100,800,False,False,True,11144,128224,537332
5,800,100,100,True,False,False,11472,130120,539264
5,100,800,100,False,True,False,13260,129532,538540
5,100,100,800,False,False,True,13184,128680,537724
6,800,100,100,True,False,False,11472,132576,541492
6,100,800,100,False,True,False,11432,132436,541568
6,100,100,800,False,False,True,10968,138972,547912
7,800,100,100,True,False,False,13580,136448,545400
7,100,800,100,False,True,False,13628,132968,541944
7,100,100,800,False,False,True,13336,132332,541320
8,800,100,100,True,False,False,11876,129056,538088
8,100,800,100,False,True,False,11608,134340,543288
8,100,100,800,False,False,True,13208,124704,533668
9,800,100,100,True,False,False,13464,134188,543136
9,100,800,100,False,True,False,13296,131564,540604
9,100,100,800,False,False,True,13228,133068,542068
10,800,100,100,True,False,False,13036,126076,535120
10,100,800,100,False,True,False,13188,132172,541228
10,100,100,800,False,False,True,13664,133628,542556
11,800,100,100,True,False,False,11364,132608,541644
11,100,800,100,False,True,False,13260,134248,543240
11,100,100,800,False,False,True,11464,135304,544308
12,800,100,100,True,False,False,11572,133660,542864
12,100,800,100,False,True,False,11104,129908,539060
12,100,100,800,False,False,True,13440,121568,530572
13,800,100,100,True,False,False,13584,132348,541272
13,100,800,100,False,True,False,13340,130788,539828
13,100,100,800,False,False,True,11308,135968,545000
14,800,100,100,True,False,False,11308,121708,530720
14,100,800,100,False,True,False,13140,136800,545964
14,100,100,800,False,False,True,13524,135404,544484
15,800,100,100,True,False,False,13408,132656,541736
15,100,800,100,False,True,False,11236,134036,543100
15,100,100,800,False,False,True,13264,132592,541524
16,800,100,100,True,False,False,11564,130036,539020
16,100,800,100,False,True,False,13792,125500,534628
16,100,100,800,False,False,True,11804,128008,537044
17,800,100,100,True,False,False,11112,129680,538608
17,100,800,100,False,True,False,13680,123496,532492
17,100,100,800,False,False,True,11224,128588,537628
18,800,100,100,True,False,False,11388,123932,532948
18,100,800,100,False,True,False,13224,126180,535200
18,100,100,800,False,False,True,13456,128464,537436
19,800,100,100,True,False,False,11388,127796,536864
19,100,800,100,False,True,False,13540,127548,536596
19,100,100,800,False,False,True,11264,129748,538948
20,800,100,100,True,False,False,11184,129792,538852
20,100,800,100,False,True,False,11076,131416,540624
20,100,100,800,False,False,True,13316,125692,534872
21,800,100,100,True,False,False,13516,133752,542600
21,100,800,100,False,True,False,11656,123996,532952
21,100,100,800,False,False,True,13468,132436,541352
22,800,100,100,True,False,False,11320,137108,546272
22,100,800,100,False,True,False,13696,133848,542952
22,100,100,800,False,False,True,13916,124828,533884
23,800,100,100,True,False,False,11120,137396,546348
23,100,800,100,False,True,False,13296,133872,542892
23,100,100,800,False,False,True,11140,143048,552144
24,800,100,100,True,False,False,11184,127808,536872
24,100,800,100,False,True,False,11636,133412,542652
24,100,100,800,False,False,True,11936,125184,534144
25,800,100,100,True,False,False,13424,131788,540720
25,100,800,100,False,True,False,11040,132356,541448
25,100,100,800,False,False,True,11876,131804,540836
26,800,100,100,True,False,False,10992,130724,539772
26,100,800,100,False,True,False,11404,132304,541320
26,100,100,800,False,False,True,11228,135836,544760
27,800,100,100,True,False,False,11924,129612,538748
27,100,800,100,False,True,False,11464,129900,539024
27,100,100,800,False,False,True,11584,127984,537000
28,800,100,100,True,False,False,13040,124476,533536
28,100,800,100,False,True,False,11228,122592,531612
28,100,100,800,False,False,True,11468,129880,538988
29,800,100,100,True,False,False,11284,124196,533216
29,100,800,100,False,True,False,11408,131720,540840
29,100,100,800,False,False,True,13560,130476,539484
30,800,100,100,True,False,False,11320,133672,542832
30,100,800,100,False,True,False,11192,133560,542656
30,100,100,800,False,False,True,13244,136788,545708
31,800,100,100,True,False,False,13460,134444,543504
31,100,800,100,False,True,False,13720,129548,538516
31,100,100,800,False,False,True,13640,128088,537208
32,800,100,100,True,False,False,11228,126688,535828
32,100,800,100,False,True,False,13428,132540,541688
32,100,100,800,False,False,True,11184,135944,545144
33,800,100,100,True,False,False,13416,130072,539188
33,100,800,100,False,True,False,13444,130064,539220
33,100,100,800,False,False,True,11140,130408,539544
34,800,100,100,True,False,False,11336,125716,534652
34,100,800,100,False,True,False,11112,130832,539720
34,100,100,800,False,False,True,11740,129420,538364
35,800,100,100,True,False,False,11604,133720,542704
35,100,800,100,False,True,False,11412,136020,544988
35,100,100,800,False,False,True,11040,131672,540876
1,1000,100,100,True,False,False,11132,145520,648448
1,100,1000,100,False,True,False,11460,147852,650708
1,100,100,1000,False,False,True,11364,152172,654916
2,1000,100,100,True,False,False,11404,143484,646332
2,100,1000,100,False,True,False,11260,154128,656724
2,100,100,1000,False,False,True,10964,147728,650660
3,1000,100,100,True,False,False,13604,147716,650620
3,100,1000,100,False,True,False,11180,142284,645060
3,100,100,1000,False,False,True,13224,141880,644740
4,1000,100,100,True,False,False,11276,139260,642048
4,100,1000,100,False,True,False,13508,149000,651820
4,100,100,1000,False,False,True,11532,153200,656084
5,1000,100,100,True,False,False,11468,151588,654436
5,100,1000,100,False,True,False,11228,147744,650596
5,100,100,1000,False,False,True,13152,145636,648484
6,1000,100,100,True,False,False,13336,147916,650892
6,100,1000,100,False,True,False,11064,142076,644916
6,100,100,1000,False,False,True,13484,150156,652816
7,1000,100,100,True,False,False,11292,147892,650752
7,100,1000,100,False,True,False,13468,143436,646348
7,100,100,1000,False,False,True,13508,149456,652392
8,1000,100,100,True,False,False,13776,151460,654364
8,100,1000,100,False,True,False,11144,145512,648304
8,100,100,1000,False,False,True,11476,145944,648728
9,1000,100,100,True,False,False,11036,150048,652988
9,100,1000,100,False,True,False,10996,152508,655288
9,100,100,1000,False,False,True,11256,140196,643160
10,1000,100,100,True,False,False,11284,148612,651336
10,100,1000,100,False,True,False,13572,145740,648604
10,100,100,1000,False,False,True,13500,141596,644272
11,1000,100,100,True,False,False,13380,142068,644920
11,100,1000,100,False,True,False,13192,146792,649564
11,100,100,1000,False,False,True,11260,145516,648468
12,1000,100,100,True,False,False,13584,149116,651848
12,100,1000,100,False,True,False,11652,143796,646684
12,100,100,1000,False,False,True,11104,145896,648656
13,1000,100,100,True,False,False,11296,143276,646212
13,100,1000,100,False,True,False,11472,144800,647572
13,100,100,1000,False,False,True,11244,143740,646504
14,1000,100,100,True,False,False,11644,140936,643640
14,100,1000,100,False,True,False,11288,152080,654828
14,100,100,1000,False,False,True,11528,138884,641712
15,1000,100,100,True,False,False,11576,149232,652028
15,100,1000,100,False,True,False,11520,143696,646488
15,100,100,1000,False,False,True,11060,147172,650068
16,1000,100,100,True,False,False,13608,140948,643860
16,100,1000,100,False,True,False,13552,145960,648596
16,100,100,1000,False,False,True,11468,153276,656124
17,1000,100,100,True,False,False,11152,152192,654696
17,100,1000,100,False,True,False,13228,149952,652864
17,100,100,1000,False,False,True,13192,147416,650064
18,1000,100,100,True,False,False,12960,150140,652952
18,100,1000,100,False,True,False,13592,139412,642236
18,100,100,1000,False,False,True,13580,149848,652576
19,1000,100,100,True,False,False,11812,149024,651844
19,100,1000,100,False,True,False,11412,154208,656912
19,100,100,1000,False,False,True,11220,144124,646908
20,1000,100,100,True,False,False,11352,140056,642916
20,100,1000,100,False,True,False,11564,138980,641896
20,100,100,1000,False,False,True,13352,141948,644692
21,1000,100,100,True,False,False,13036,143900,646676
21,100,1000,100,False,True,False,10952,149428,652132
21,100,100,1000,False,False,True,11468,145064,647888
22,1000,100,100,True,False,False,13220,144968,647704
22,100,1000,100,False,True,False,11752,142704,645524
22,100,100,1000,False,False,True,13108,141488,644356
23,1000,100,100,True,False,False,11388,150820,653548
23,100,1000,100,False,True,False,11308,144372,647248
23,100,100,1000,False,False,True,11228,149992,652828
24,1000,100,100,True,False,False,13436,145376,648276
24,100,1000,100,False,True,False,11808,159632,662420
24,100,100,1000,False,False,True,11188,155616,658480
25,1000,100,100,True,False,False,13440,145108,647944
25,100,1000,100,False,True,False,11380,144048,646872
25,100,100,1000,False,False,True,11504,149328,652148
26,1000,100,100,True,False,False,11208,141368,644148
26,100,1000,100,False,True,False,13604,145916,648828
26,100,100,1000,False,False,True,11076,142284,645112
27,1000,100,100,True,False,False,13336,143812,646624
27,100,1000,100,False,True,False,11124,143840,646672
27,100,100,1000,False,False,True,11532,141792,644688
28,1000,100,100,True,False,False,13152,142232,644876
28,100,1000,100,False,True,False,11364,148948,651624
28,100,100,1000,False,False,True,13264,139796,642576
29,1000,100,100,True,False,False,13512,141184,643876
29,100,1000,100,False,True,False,13216,144244,646964
29,100,100,1000,False,False,True,13032,143044,645880
30,1000,100,100,True,False,False,11304,147380,650220
30,100,1000,100,False,True,False,11348,147992,650840
30,100,100,1000,False,False,True,13456,145088,647800
31,1000,100,100,True,False,False,13580,145176,648048
31,100,1000,100,False,True,False,11072,139380,642048
31,100,100,1000,False,False,True,11220,146264,648940
32,1000,100,100,True,False,False,11328,144116,646796
32,100,1000,100,False,True,False,11168,143856,646508
32,100,100,1000,False,False,True,10972,149396,652196
33,1000,100,100,True,False,False,13824,144568,647388
33,100,1000,100,False,True,False,11536,150000,652748
33,100,100,1000,False,False,True,11408,143348,646188
34,1000,100,100,True,False,False,11144,139280,642076
34,100,1000,100,False,True,False,11104,147820,650720
34,100,100,1000,False,False,True,13488,152096,654688
35,1000,100,100,True,False,False,11876,139560,642428
35,100,1000,100,False,True,False,13580,139468,642228
35,100,100,1000,False,False,True,11148,147540,650356
1,1200,100,100,True,False,False,11800,163300,759788
1,100,1200,100,False,True,False,13464,157048,753436
1,100,100,1200,False,False,True,13220,165072,761520
2,1200,100,100,True,False,False,13672,161268,757572
2,100,1200,100,False,True,False,11884,154236,750788
2,100,100,1200,False,False,True,15332,149028,745704
3,1200,100,100,True,False,False,11660,165012,761320
3,100,1200,100,False,True,False,11328,157012,753496
3,100,100,1200,False,False,True,13148,159548,756112
4,1200,100,100,True,False,False,11012,159840,756220
4,100,1200,100,False,True,False,11272,162864,759276
4,100,100,1200,False,False,True,13560,160792,757276
5,1200,100,100,True,False,False,13468,158832,755216
5,100,1200,100,False,True,False,11468,170644,767176
5,100,100,1200,False,False,True,13380,153120,749672
6,1200,100,100,True,False,False,13988,160432,757152
6,100,1200,100,False,True,False,11648,167060,763364
6,100,100,1200,False,False,True,13672,163048,759536
7,1200,100,100,True,False,False,13340,159048,755452
7,100,1200,100,False,True,False,13600,159140,755676
7,100,100,1200,False,False,True,13488,154836,751316
8,1200,100,100,True,False,False,13816,156332,752760
8,100,1200,100,False,True,False,13180,159600,755864
8,100,100,1200,False,False,True,11772,157120,753316
9,1200,100,100,True,False,False,13160,157840,754500
9,100,1200,100,False,True,False,13520,163668,760080
9,100,100,1200,False,False,True,11296,157552,753844
10,1200,100,100,True,False,False,11472,163304,759716
10,100,1200,100,False,True,False,11540,163548,759784
10,100,100,1200,False,False,True,11296,157176,753568
11,1200,100,100,True,False,False,11424,167556,764180
11,100,1200,100,False,True,False,11456,165352,761756
11,100,100,1200,False,False,True,13292,150948,747372
12,1200,100,100,True,False,False,13324,160932,757484
12,100,1200,100,False,True,False,11608,166352,762816
12,100,100,1200,False,False,True,11448,158816,755156
13,1200,100,100,True,False,False,11828,155104,751496
13,100,1200,100,False,True,False,11344,158760,755460
13,100,100,1200,False,False,True,11816,168356,764692
14,1200,100,100,True,False,False,13556,159596,756088
14,100,1200,100,False,True,False,11524,168984,765304
14,100,100,1200,False,False,True,11112,167300,763696
15,1200,100,100,True,False,False,11064,169028,765480
15,100,1200,100,False,True,False,11340,165468,762112
15,100,100,1200,False,False,True,11540,156984,753312
16,1200,100,100,True,False,False,13296,155572,752052
16,100,1200,100,False,True,False,11108,167908,764216
16,100,100,1200,False,False,True,13848,162752,759208
17,1200,100,100,True,False,False,11040,161396,757808
17,100,1200,100,False,True,False,11556,166140,762556
17,100,100,1200,False,False,True,11340,161772,758468
18,1200,100,100,True,False,False,11272,161128,757900
18,100,1200,100,False,True,False,13776,160568,756952
18,100,100,1200,False,False,True,11152,159420,755740
19,1200,100,100,True,False,False,13332,163852,760264
19,100,1200,100,False,True,False,11040,167132,763628
19,100,100,1200,False,False,True,13268,157232,753980
20,1200,100,100,True,False,False,11204,171880,768412
20,100,1200,100,False,True,False,11848,158944,755572
20,100,100,1200,False,False,True,11504,168608,765152
21,1200,100,100,True,False,False,11104,166036,762436
21,100,1200,100,False,True,False,11304,163260,759764
21,100,100,1200,False,False,True,13036,167552,763868
22,1200,100,100,True,False,False,11072,161692,758200
22,100,1200,100,False,True,False,11300,161028,757816
22,100,100,1200,False,False,True,11116,169440,765908
23,1200,100,100,True,False,False,11280,169508,765908
23,100,1200,100,False,True,False,11264,164948,761476
23,100,100,1200,False,False,True,11072,164012,760396
24,1200,100,100,True,False,False,15576,160552,757056
