Experiment root PID, PID, Rss, Shared_Clean, Shared_Dirty, Swap
84856, 86793, 83196, 21488, 0, 0 0
84856, 84856, 8199712, 50140, 0, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 137200, 48040, 0, 0 0
84856, 84856, 8151128, 46088, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 148684, 51180, 4, 0 0
84856, 84856, 8227464, 50332, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 148684, 51180, 4, 0 0
84856, 84856, 8255072, 51148, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 148684, 51180, 4, 0 0
84856, 84856, 8235888, 48860, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 148688, 51216, 4, 0 0
84856, 84856, 8282172, 51212, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 148688, 51216, 4, 0 0
84856, 84856, 8282744, 51212, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 153708, 51216, 4, 0 0
84856, 84856, 8282756, 51212, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 153764, 51216, 4, 0 0
84856, 84856, 8282756, 51212, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 153764, 51216, 4, 0 0
84856, 84856, 8282764, 51212, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 153764, 51216, 4, 0 0
84856, 84856, 8282768, 51212, 4, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 86793, 153764, 51216, 4, 0 0
84856, 84856, 396552, 5824, 0, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 84856, 468644, 5824, 0, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 84856, 468708, 5824, 0, 0 0
84856, 86791, 10576, 5604, 0, 0 0
84856, 84856, 458132, 5824, 0, 0 0
84856, 86791, 10576, 5604, 0, 0 0
