Experiment root PID, PID, Rss, Shared_Clean, Shared_Dirty, Swap
88371, 90275, 10576, 5612, 0, 0 0
88371, 90277, 151532, 49436, 4, 0 0
88371, 88371, 8271384, 49700, 4, 0 0
88371, 90275, 10576, 5612, 0, 0 0
88371, 90277, 151532, 49436, 4, 0 0
88371, 88371, 8271392, 49700, 4, 0 0
88371, 90275, 10576, 5612, 0, 0 0
88371, 90277, 151536, 49436, 4, 0 0
88371, 88371, 8271392, 49700, 4, 0 0
88371, 90275, 10576, 5612, 0, 0 0
88371, 90277, 151536, 49436, 4, 0 0
88371, 88371, 458944, 49700, 8, 0 0
88371, 90275, 10576, 5612, 0, 0 0
88371, 90277, 151760, 49436, 8, 0 0
88371, 88371, 459016, 6100, 0, 0 0
88371, 90275, 10576, 5580, 0, 0 0
88371, 88371, 459296, 6100, 0, 0 0
88371, 90275, 10576, 5580, 0, 0 0
88371, 88371, 459356, 6100, 0, 0 0
88371, 90275, 10576, 5580, 0, 0 0
