100,100,200,0,222132,0.23210883140563965
100,100,200,0.050,226820,0.22594571113586426
100,100,200,0.100,226324,0.2235705852508545
100,100,200,0.150,226188,0.2289876937866211
100,100,200,0.200,228784,0.2228858470916748
100,100,200,0.250,219344,0.24047112464904785
100,100,200,0.300,207292,0.2879447937011719
100,100,200,0.350,195116,0.292888879776001
100,100,200,0.400,180828,0.3254268169403076
100,100,200,0.450,168188,0.33303070068359375
100,100,200,0.500,155604,0.40413808822631836
100,100,400,0,337824,0.2837345600128174
100,100,400,0.050,345804,0.2896761894226074
100,100,400,0.100,340376,0.3211042881011963
100,100,400,0.150,326056,0.32927894592285156
100,100,400,0.200,306848,0.3541982173919678
100,100,400,0.250,290812,0.3744537830352783
100,100,400,0.300,273616,0.41687846183776855
100,100,400,0.350,255832,0.4027113914489746
100,100,400,0.400,238900,0.49321556091308594
100,100,400,0.450,221172,0.5435881614685059
100,100,600,0,451636,0.33995914459228516
100,100,600,0.050,447480,0.31868791580200195
100,100,600,0.100,427708,0.36958765983581543
100,100,600,0.150,404880,0.4065282344818115
100,100,600,0.200,383264,0.4330720901489258
100,100,600,0.250,360364,0.4461476802825928
100,100,600,0.300,338508,0.5056657791137695
100,100,600,0.350,316544,0.5385100841522217
100,100,600,0.400,294316,0.6198055744171143
100,100,600,0.450,271592,0.8290972709655762
100,100,800,0,551740,0.3821120262145996
100,100,800,0.050,550472,0.4039301872253418
100,100,800,0.100,522428,0.4822561740875244
100,100,800,0.150,494680,0.5087013244628906
100,100,800,0.200,468664,0.5239012241363525
100,100,800,0.250,439812,0.5516152381896973
100,100,800,0.300,413708,0.6146688461303711
100,100,800,0.350,384308,0.6518394947052002
100,100,800,0.400,357372,0.7502651214599609
100,100,800,0.450,330204,1.1785376071929932
100,100,1000,0,661820,0.4315962791442871
100,100,1000,0.050,654548,0.4833498001098633
100,100,1000,0.100,623032,0.5263357162475586
100,100,1000,0.150,589932,0.57389235496521
100,100,1000,0.200,555564,0.5978171825408936
100,100,1000,0.250,523596,0.6701617240905762
100,100,1000,0.300,490332,0.7537558078765869
100,100,1000,0.350,456392,0.7888460159301758
100,100,1000,0.400,425216,1.0552666187286377
100,100,1000,0.450,390144,1.449173927307129
