Experiment root PID, PID, Rss, Shared_Clean, Shared_Dirty, Swap
92013, 92013, 8066856, 2192, 0, 0 0
92013, 92013, 8066856, 2192, 0, 0 0
92013, 92013, 8066856, 2192, 0, 0 0
92013, 92013, 8066856, 2192, 0, 0 0
92013, 92013, 8066856, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8067028, 2192, 0, 0 0
92013, 92013, 8064908, 2192, 0, 0 0
92013, 92013, 8081824, 2192, 0, 0 0
92013, 92013, 8134588, 2276, 0, 0 0
92013, 92013, 8157232, 2276, 0, 0 0
92013, 92013, 8170964, 2524, 0, 0 0
92013, 92013, 8183040, 2524, 0, 0 0
92013, 92013, 271376, 724, 0, 0 0
92013, 92013, 8195908, 11444, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 24536, 8260, 0, 0 0
92013, 92013, 8195908, 12552, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 53196, 12924, 0, 0 0
92013, 92013, 8195928, 21032, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 82940, 21344, 0, 0 0
92013, 92013, 8195928, 49080, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 144404, 49712, 0, 0 0
92013, 92013, 8216500, 50492, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 148500, 50328, 4, 0 0
92013, 92013, 8232612, 49716, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 148500, 50328, 4, 0 0
92013, 92013, 8250460, 50492, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 148500, 50328, 4, 0 0
92013, 92013, 8216892, 50456, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 148512, 50368, 4, 0 0
92013, 92013, 8277124, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 149800, 50368, 4, 0 0
92013, 92013, 8277688, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 153256, 50368, 4, 0 0
92013, 92013, 8277692, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 153280, 50368, 4, 0 0
92013, 92013, 8277692, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 153280, 50368, 4, 0 0
92013, 92013, 8277696, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 153280, 50368, 4, 0 0
92013, 92013, 8277704, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 153280, 50368, 4, 0 0
92013, 92013, 8277704, 50556, 4, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 94040, 153280, 50368, 4, 0 0
92013, 92013, 463244, 6000, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 92013, 463628, 6000, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 92013, 463692, 6000, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
92013, 92013, 461548, 6000, 0, 0 0
92013, 94038, 10676, 5664, 0, 0 0
