iteration,d1,d2,d3,varying_d1,varying_d2,varying_d3,initial_memory_usage_kb,input_data_memory_usage_kb,final_memory_usage_kb
26,100,200,100,False,True,False,11084,180808,451296
26,100,100,200,False,False,True,11212,192704,463132
27,200,100,100,True,False,False,11076,188008,458084
27,100,200,100,False,True,False,11172,193700,462312
27,100,100,200,False,False,True,10932,191956,460416
28,200,100,100,True,False,False,11096,209856,478736
28,100,200,100,False,True,False,11100,188932,456768
28,100,100,200,False,False,True,10996,194620,465260
29,200,100,100,True,False,False,10988,192376,462832
29,100,200,100,False,True,False,11208,187724,455524
29,100,100,200,False,False,True,11088,187700,455380
30,200,100,100,True,False,False,10948,190252,460372
30,100,200,100,False,True,False,10928,212384,482840
30,100,100,200,False,False,True,10996,186900,454636
31,200,100,100,True,False,False,11036,181392,450028
31,100,200,100,False,True,False,11088,185812,455688
31,100,100,200,False,False,True,11080,186592,454568
32,200,100,100,True,False,False,10968,182432,452704
32,100,200,100,False,True,False,10932,187772,456544
32,100,100,200,False,False,True,11092,198028,468756
33,200,100,100,True,False,False,11148,204096,472256
33,100,200,100,False,True,False,11064,190036,458444
33,100,100,200,False,False,True,11020,184736,455100
34,200,100,100,True,False,False,11140,182720,452688
34,100,200,100,False,True,False,10912,195576,465036
34,100,100,200,False,False,True,11056,192280,462636
35,200,100,100,True,False,False,11024,194856,467556
35,100,200,100,False,True,False,11088,219376,490912
35,100,100,200,False,False,True,10928,185240,453580
1,400,100,100,True,False,False,11064,204264,473116
1,100,400,100,False,True,False,11072,203516,473672
1,100,100,400,False,False,True,10948,205644,473820
2,400,100,100,True,False,False,11068,204564,475128
2,100,400,100,False,True,False,11012,216028,484792
2,100,100,400,False,False,True,11280,200700,469284
3,400,100,100,True,False,False,11116,205096,473188
3,100,400,100,False,True,False,11144,207768,478180
3,100,100,400,False,False,True,11080,216072,484464
4,400,100,100,True,False,False,10996,201296,471704
4,100,400,100,False,True,False,10968,208008,476376
4,100,100,400,False,False,True,11148,207532,475380
5,400,100,100,True,False,False,11036,210932,478940
5,100,400,100,False,True,False,11104,203332,471728
5,100,100,400,False,False,True,11032,203388,471596
6,400,100,100,True,False,False,11004,223876,492548
6,100,400,100,False,True,False,10904,202744,470668
6,100,100,400,False,False,True,11208,214692,482512
7,400,100,100,True,False,False,11140,207156,477268
7,100,400,100,False,True,False,11004,206828,477336
7,100,100,400,False,False,True,11032,202084,470600
8,400,100,100,True,False,False,11156,202336,470292
8,100,400,100,False,True,False,10960,200784,471696
8,100,100,400,False,False,True,11140,233772,504076
9,400,100,100,True,False,False,11156,201256,471328
9,100,400,100,False,True,False,11080,205248,473436
9,100,100,400,False,False,True,10996,213548,482072
10,400,100,100,True,False,False,11080,214988,483148
10,100,400,100,False,True,False,10932,201432,470124
10,100,100,400,False,False,True,11004,205616,473904
11,400,100,100,True,False,False,11092,206612,476672
11,100,400,100,False,True,False,11208,209368,476564
11,100,100,400,False,False,True,11280,203988,472204
12,400,100,100,True,False,False,10964,205692,475672
12,100,400,100,False,True,False,10996,210128,480804
12,100,100,400,False,False,True,11144,200724,471052
13,400,100,100,True,False,False,11140,207576,477372
13,100,400,100,False,True,False,11040,231744,500572
13,100,100,400,False,False,True,11028,212380,480380
14,400,100,100,True,False,False,11108,206644,476788
14,100,400,100,False,True,False,10940,204648,473580
14,100,100,400,False,False,True,11092,203692,472116
15,400,100,100,True,False,False,11072,209860,478280
15,100,400,100,False,True,False,11088,206624,474956
15,100,100,400,False,False,True,11156,203676,473212
16,400,100,100,True,False,False,11080,210312,480576
16,100,400,100,False,True,False,11036,199024,469696
16,100,100,400,False,False,True,11200,211564,479460
17,400,100,100,True,False,False,11040,209420,477740
17,100,400,100,False,True,False,10960,213640,485456
17,100,100,400,False,False,True,11136,201236,469680
18,400,100,100,True,False,False,11204,210196,479884
18,100,400,100,False,True,False,11040,211660,480236
18,100,100,400,False,False,True,11092,205176,475540
19,400,100,100,True,False,False,11228,200216,468012
19,100,400,100,False,True,False,11032,212480,480488
19,100,100,400,False,False,True,11280,201316,469212
20,400,100,100,True,False,False,10976,207340,475480
20,100,400,100,False,True,False,11028,206380,476512
20,100,100,400,False,False,True,11016,205728,475340
21,400,100,100,True,False,False,11004,210124,481012
21,100,400,100,False,True,False,11088,204968,474556
21,100,100,400,False,False,True,11144,194652,464900
22,400,100,100,True,False,False,11068,213852,484044
22,100,400,100,False,True,False,11220,213556,485684
22,100,100,400,False,False,True,11084,207172,475296
23,400,100,100,True,False,False,11016,211412,479604
23,100,400,100,False,True,False,10968,232224,500668
23,100,100,400,False,False,True,10968,202112,470612
24,400,100,100,True,False,False,10964,210752,482896
24,100,400,100,False,True,False,11100,211572,481532
24,100,100,400,False,False,True,11172,225828,496324
25,400,100,100,True,False,False,11120,206656,475200
25,100,400,100,False,True,False,11208,212536,480724
25,100,100,400,False,False,True,11088,207144,475188
26,400,100,100,True,False,False,10972,211128,481840
26,100,400,100,False,True,False,10980,198168,466624
26,100,100,400,False,False,True,11152,209124,476912
27,400,100,100,True,False,False,10996,212244,484720
27,100,400,100,False,True,False,10992,208180,476788
27,100,100,400,False,False,True,11072,204032,478484
28,400,100,100,True,False,False,11144,204964,474992
28,100,400,100,False,True,False,10928,209632,478620
28,100,100,400,False,False,True,11016,206556,476524
29,400,100,100,True,False,False,11008,204164,473012
29,100,400,100,False,True,False,10936,203740,476552
29,100,100,400,False,False,True,11004,208832,479544
30,400,100,100,True,False,False,11200,208080,476148
30,100,400,100,False,True,False,11072,212696,483404
30,100,100,400,False,False,True,11232,207992,478292
31,400,100,100,True,False,False,10932,212524,483364
31,100,400,100,False,True,False,11076,205088,473156
31,100,100,400,False,False,True,10932,202004,472272
32,400,100,100,True,False,False,10932,201392,469988
32,100,400,100,False,True,False,11144,210908,478648
32,100,100,400,False,False,True,11088,200876,470448
33,400,100,100,True,False,False,11104,211396,479560
33,100,400,100,False,True,False,10992,230740,503292
33,100,100,400,False,False,True,11212,210948,481112
34,400,100,100,True,False,False,10992,207664,476112
34,100,400,100,False,True,False,11056,208380,477016
34,100,100,400,False,False,True,11012,202996,471772
35,400,100,100,True,False,False,11028,235668,504184
35,100,400,100,False,True,False,11092,211324,481020
